2020-09-21T14:22:00.180,31760,5903
2020-09-21T14:24:07.977,32523,6118
2020-09-21T14:26:16.381,33800,5892
2020-09-21T14:28:23.177,33141,5780
2020-09-21T14:43:15.196,32327,5922
2020-09-21T14:45:21.003,32424,5803
2020-09-21T15:13:52.165,33573,6755
2020-09-21T15:42:26.280,37446,6423
2020-09-21T15:44:41.559,34409,7868
2020-09-21T16:19:40.109,33613,6291
2020-09-21T16:21:43.139,32512,6233
2020-09-21T16:23:40.633,33151,6215
2020-09-21T16:25:43.350,35490,6464
2020-09-21T16:27:44.755,34304,6637
2020-09-21T16:29:15.896,33040,6526
2020-09-21T16:33:09.506,36631,7536
2020-09-21T16:42:13.788,31330,5906
2020-09-21T16:44:27.625,33749,6165
2020-09-21T19:59:21.995,31645,5882
2020-09-21T20:02:03.978,31287,5901
2020-09-21T20:03:57.584,31053,5845
2020-09-21T20:05:58.980,37306,6575
2020-09-23T10:58:42.438,31419,5843
2020-09-23T11:02:30.838,36508,6234
2020-09-23T11:38:19.475,35129,5916
2020-09-23T15:03:12.752,31416,5820
2020-09-23T15:05:54.452,32293,5793
2020-09-23T15:20:16.773,31381,5827
2020-09-23T15:39:58.293,34499,6992
2020-09-23T15:42:56.585,32375,6216
2020-09-23T15:46:14.673,33403,5758
2020-09-23T15:49:03.205,31515,5911
2020-09-23T15:51:52.692,32740,5993
2020-09-23T15:54:43.149,33662,6149
2020-09-23T15:57:43.164,32626,5932
2020-09-23T16:00:38.206,34690,5834
2020-09-23T16:03:37.151,33269,6829
2020-09-23T16:06:28.816,32653,6062
2020-09-23T16:09:21.207,32708,6135
2020-09-23T16:12:15.056,32875,6118
2020-09-23T16:15:08.425,32794,6187
2020-09-23T16:18:01.250,33043,6099
2020-09-23T16:20:53.743,32126,5824
2020-09-23T16:23:50.571,33207,6172
2020-09-23T16:26:44.557,30857,5738
2020-09-23T16:29:31.080,30721,5866
2020-09-23T16:32:16.278,30710,5760
2020-09-23T16:35:02.853,30589,5731
2020-09-23T16:37:49.180,31129,5744
2020-09-23T16:40:35.248,30754,5782
2020-09-23T16:43:21.638,30790,5745
2020-09-23T16:46:09.375,31803,5756
2020-09-23T16:48:55.820,30766,5779
2020-09-23T16:51:42.186,31237,5791
2020-09-23T16:54:28.506,30852,5791
2020-09-23T16:57:14.462,30704,5730
2020-09-23T17:00:00.964,30943,5869
2020-09-23T17:02:47.794,30831,5789
2020-09-23T17:05:35.561,30936,5784
2020-09-23T17:08:22.776,31037,5839
2020-09-23T17:11:09.163,30952,5758
2020-09-23T17:13:55.966,30959,5792
2020-09-23T17:16:42.908,30826,5735
2020-09-23T17:19:29.920,30808,5810
2020-09-23T17:22:15.995,30748,5754
2020-09-23T17:25:02.876,30836,5773
2020-09-23T17:27:48.548,30729,5775
2020-09-23T17:30:33.467,30745,5890
2020-09-23T17:33:18.976,30707,5724
2020-09-23T17:36:08.725,30924,5724
2020-09-23T17:38:55.488,30752,5805
2020-09-23T17:41:42.037,31360,5731
2020-09-23T17:44:29.713,30831,5803
2020-09-23T17:47:17.312,30750,5747
2020-09-23T17:50:04.541,31289,5822
2020-09-23T17:52:51.299,30809,5742
2020-09-23T17:55:40.353,32219,6712
2020-09-23T17:58:30.390,31244,5898
2020-09-24T10:48:01.834,33307,6090
2020-09-24T10:51:00.225,33789,5943
